Item number;Name;Station code
2788;Kelasuri;573839
2789;Keles;720104
2790;Keles (exp.);720602
2791;Kelete;753305
2792;Kelmentsy (rzd.);367624
2793;Kemer;704722
2794;?emeri;97326
2795;Keme-Salgan (OP.);670628
2796;Kenbai (rzd.);660859
2797;Kengsoy;732602
2798;Kendala (sd.);669942
2799;Keneurgench;758900
2800;Kenzhals;660512
2801;Ceramic (OP.);487313
2802;Kerar;554518
2803;Kerwen;751418
2804;Keregetas (rzd.);702619
2805;Kerimagash;700613
2806;Kerkelmes (resp.);671849
2807;Kerkiche;749206
2808;Kerch Plant (exp.);470401
2809;Kerch-South (f. Razezd 11 km) (exp.);471001
2810;Kehra;82509
2811;Keani;85935
2812;Kzyl-Asker (resp.);662712
2813;Kyzyl-Zharma (OP.);671552
2814;Kyzyl-Orda;671707
2815;Kzylsaz (OP.);669622
2816;Kyzyl-Sai;699204
2817;Kzyltan;703310
2818;Kzyl-Tu (exp.);688801
2819;Kybartai;124307
2820;Kybartai (exp.);124400
2821;Kibintsy;447706
2822;Kibray (OP.);721323
2823;Kibuna (OP);80630
2824;Kivertsy;359007
2825;Kivim?e (OP.);80876
2826;kivioli;83107
2827;Kivrag (rzd.);550540
2828;Kidarai (OP.);120522
2829;Kyiv-Volynsky;320505
2830;Kyiv-Dneprovsky;320702
2831;Kyiv-Liski;321000
2832;Kyiv-Moscow;320100
2833;Kyiv-Oktyabrsky;320401
2834;Kyiv-Passenger;320308
2835;Kyiv-Petrovka;320609
2836;Kievskaya Rusanivka (OP.);320064
2837;Kyiv-Tovarny;320204
2838;Kizil-Burun;545805
2839;Kizil Tam;670935
2840;Kiik;677243
2841;Kiidj?rve (OP.);84966
2842;Kiyza;88350
2843;Kiyiksay (rzd.);737054
2844;Keelif;749808
2845;kiltsi;84114
2846;Kilchen;452305
2847;Kilyazi;546009
2848;Kimpersai;0
2849;Kindgi (OP.);573612
2850;Kindian (OP.);417838
2851;ebullient;506302
2852;Kirgan (OP.);402832
2853;Kirgili;742705
2854;Kirgilda;678316
2855;Kirgilda (exp.);678405
2856;Kireevo (OP.);169011
2857;Kirievka (OP.);408650
2858;Kiriet-Lunga (OP.);398849
2859;Kirikovka;446101
2860;Kirillovka (rzd.);407319
2861;Kirillovka (OP.);407931
2862;Kirillovka;462806
2863;Kirk (OP);390828
2864;Chircaesti (OP.);399818
2865;Kirnasovka;408701
2866;Kirovograd;411403
2867;Kirpichevo (OP.);481730
2868;Kirpotino;463802
2869;Kirsi (OP.);84839
2870;Kirtimai;120700
2871;Kiruzhinka (OP.);405065
2872;Kirkhan-Vek (OP.);396716
2873;Kiryanovtsy (OP.);138013
2874;Kiryutnya;398726
2875;Kiselevichi (OP.);146912
2876;Kislovka;431708
2877;Kitab;734107
2878;Kitsek?la (OP.);81421
2879;Kitsman;366208
2880;Kicheevo (OP.);322017
2881;Kichiksu (OP);485731
2882;Chisinau;391207
2883;Chisinau W (OP.);391233
2884;Qishlak (district);551261
2885;Kishly (OP.);547035
2886;Qishly;547001
2887;Kishupe (OP.);90986
2888;Kiyaly (rzd.);550926
2889;Kiyaly;687809
2890;Kiyanov Pereval (OP.);509122
2891;Kiyanovka (OP.);332536
2892;Kiakhty;705208
2893;Klavdievo;321902
2894;Klaipeda (exp.);108107
2895;Klaipeda;108003
2896;Klebanbyk (OP.);491018
2897;Klevan;359308
2898;Klevan (OP.);329711
2899;Klednevichi (former Dribin) (OP.);158426
2900;Klembovka;340602
2901;Klenki (OP.);155748
2902;Riveters (OP.);329213
2903;Kleparov;370400
2904;Klesov;355701
2905;Cell (OP.);146838
2906;Kletsk;139001
2907;Kleshcheevka (OP.);494533
2908;Klivodin (former Davidovtsy) (OP.);365811
2909;Klimashevka (rzd.);334029
2910;Klimenovka (OP.);443353
2911;Klimovichi;159202
2912;Blade (OP.);369460
2913;Klinsk;153742
2914;Klishevichi (OP.);138259
2915;Klooga;81050
2916;Klooga-Aedlinn (OP.);81012
2917;Kloogaranna (OP.);81046
2918;Shreds (rzd.);349310
2919;Club (OP.);422624
2920;Klubovka (OP.);340617
2921;Klypovshchina (OP.);144423
2922;Klyucharki;383203
2923;Klyucharki (exp.);383307
2924;Sticks (OP.);447592
2925;Klyapochyay (OP.);122320
2926;Kmitov (OP.);345663
2927;Knyaginin;163706
2928;Prince (OP.);360517
2929;Knyazhevo;407709
2930;Prince's Bridge (OP.);374416
2931;princess;160021
2932;Knyazhichi (OP.);320045
2933;Knyazyukovtsy (OP.);162332
2934;Kobelka (OP.);132394
2935;males;447208
2936;Kober;565103
2937;Kobrin;132708
2938;Kobuleti;571208
2939;Kobyzhchi;323700
2940;mare;396006
2941;Kovalevka (OP.);448836
2942;Forged (OP.);138935
2943;Kovel;354003
2944;Kovel Park (OP.);346384
2945;Kovlyar;557003
2946;Kovpyta (OP.);324926
2947;Kovsharovka (rzd.);431450
2948;Kovylny (OP.);430620
2949;Kovyagi;449307
2950;Kogilnik (OP.);403835
2951;Koden (OP.);130375
2952;Kodnya;345409
2953;Kodor (OP.);573716
2954;Kodyma;408103
2955;leather jacket;343303
2956;Kozhukhovka (OP.);349344
2957;Kozak (OP);345678
2958;Kozachevka (OP.);335534
2959;Kozelshchina;447020
2960;Kozenki;151605
2961;Kozlovichi (OP.);148665
2962;Kozlyakevichi (OP.);138441
2963;Kozova;362404
2964;Kozminovka;442524
2965;Koybak;739647
2966;Koydanovo;144508
2967;Koidula (exp.);85309
2968;Koidula;87004
2969;Koikrykkan (rzd.);701211
2970;Koytendag;749704
2971;Kokand I;740004
2972;Kok-Bek (OP.);669826
2973;Kok-Bekty (resp.);662816
2974;Kokbulak (resp.);698521
2975;Kokdombak;676016
2976;Kokino (OP);502829
2977;Kok-Mainak;717544
2978;Koknese;93607
2979;Kokpekty (former Solonichki);673223
2980;Cox;701508
2981;Koktas;705405
2982;Kokterek;699609
2983;Koktinkoly;675958
2984;Koktobe;695824
2985;Kok-Tobe (OP.);704737
2986;Cocktondy (OP.);670969
2987;Koktuma;708259
2988;Kokuzek;703734
2989;Kokshalpin (resp.);702676
2990;Kokshetau I;687008
2991;Kokshetau II;687103
2992;Kok-Yangak;718706
2993;Colages (OP.);561850
2994;Sausage (exp.);396608
2995;Kolgospka (OP.);465333
2996;Koldar (OP.);708140
2997;Wheel (OP.);500132
2998;Kolibash;396754
2999;Collective (OP.);490049
3000;Kolobani;571602
3001;Kolodezhno (OP.);358316
3002;well;348801
3003;Kolodievka (OP.);348134
3004;Kolodno;370720
3005;Kolodyazhny (OP.);341817
3006;Kolomak;449102
3007;Kolomeytsevo (rzd.);429055
3008;Kolomyia;388809
3009;Colomier (OP.);341215
3010;Kolos (OP.);418934
3011;Spikelets (OP.);487510
3012;Kolosovka;412707
3013;Kolosovo;138738
3014;Kolpakovo (OP.);502227
3015;Cola (OP);88543
3016;Koluzanovo (rzd.);666111
3017;Colchis (OP.);572037
3018;Collective farm (OP.);401914
3019;Collective farm (OP.);410082
3020;Kolchino;383400
3021;Kolshroma (OP.);570525
3022;Kolychevka;325015
3023;Kolyuzhny (OP.);328422
3024;Komargorod (narrow);408519
3025;Komarivtsy (OP.);369441
3026;Komarno;375902
3027;Komarovka (OP.);441127
3028;Komarovka (OP.);132380
3029;Komarovo (OP.);168625
3030;Komarovtsy;331105
3031;Komendantskaya;502903
3032;Kommunarsk;506209
3033;Communards;159109
3034;Communist (OP);326639
3035;Companion (OP.);673238
3036;Comrat;397300
3037;Komsomolskaya (OP.);444139
3038;Komsomol Commune (OP.);327434
3039;Komys-Sai (rzd.);667006
3040;Condoli (OP);562410
3041;Kondratievka;491304
3042;Kondrashevskaya;507358
3043;Kondrashevskaya-Novaya;507606
3044;Koniecpol;407501
3045;ultimate;695858
3046;Conjar (OP.);669317
3047;Konovalovo (OP.);426841
3048;Kononovka;323109
3049;Konoplyanovka;505600
3050;Konotop;327400
3051;Konstantinov Dvor (OP.);164450
3052;Konstantinovka (OP.);410025
3053;Konstantinovka (OP.);422817
3054;Konstantinovka;491200
3055;contu;670136
3056;Konyukhov;377217
3057;Stables (OP.);375832
3058;Koogiste (OP.);88558
3059;Cooptach (OP.);432912
3060;Kopa;703503
3061;Dig;332502
3062;Kopan Bulak;708920
3063;Kopani;417700
3064;Digging (OP.);154826
3065;Kopitnari;574507
3066;Copmola;669938
3067;Kopotai (OP.);669923
3068;Copr (rzd.);701315
3069;Copts (OP.);165741
3070;Koptsevichi;153507
3071;Kopyly (OP.);448732
3072;Kopystin (OP.);330795
3073;Kopys;156908
3074;Kopychintsy;363303
3075;Koradakhna;728919
3076;Korvonguzar (former Karakchikum);747821
3077;Kordyshevka;337205
3078;Korenevka;150250
3079;Korzhevka;153615
3080;Korzhevtsy;330901
3081;Korzhi (OP.);322712
3082;Korzhikha (OP.);441521
3083;Korzhunkul;694200
3084;Koristovka;410307
3085;Cinnamon (OP.);331035
3086;Korkol (rzd.);664101
3087;Korneshti (rzd.);391816
3088;Cornyn;344800
3089;Korobochkino;430705
3090;Korobchitsy (OP.);135272
3091;queen;411009
3092;Korolevo;384704
3093;Korop;339605
3094;Koropuzh;375921
3095;Korosten;346308
3096;Korosten-Zhytomyr;346204
3097;Korosten-Podolsky;346401
3098;Korostyshev;345704
3099;Korotich (OP.);449627
3100;Korsun;422304
3101;Kortaneti (OP.);577515
3102;Korchakivka;433807
3103;Korchi (OP.);321118
3104;Korshev;388642
3105;Korshunovo;713100
3106;Koryukovka;326802
3107;Kos-Aral (rzd.);667425
3108;mowers;422910
3109;Kosiny;384028
3110;Koskarakum (OP.);672023
3111;Koskuduk;700806
3112;Koskul;685502
3113;Kosmin (OP.);368222
3114;Space (OP.);323715
3115;Space (OP.);505013
3116;Kosoba (OP.);669957
3117;Kossovo-Polesskoe;134101
3118;Bones (OP);136930
3119;Kostobeaver (OP.);339728
3120;Kostogryzovo (OP.);417058
3121;Kostopol;356808
3122;Kostrizhevka;365309
3123;Kostrino;381918
3124;Kostuin (rezd.);698108
3125;Kostyukovka;155502
3126;Koskovtsy (OP.);360313
3127;Kotlabukh;404401
3128;Kotlyarovka (OP.);441517
3129;Kotlyarovo;417607
3130;Kotovsk;406802
3131;Kotovsk-Severny (OP.);406814
3132;Kotyrtas;669707
3133;Kotyuzhany;332409
3134;Kohila;88401
3135;Kohtla;83304
3136;Kochanivka;425904
3137;Kochubeevka;448906
3138;Koshary;329232
3139;Koshary;352239
3140;Sheeps New (OP.);352224
3141;Koshelevo (OP.);130242
3142;Kosher (OP);395728
3143;Koshkental;708672
3144;Koshkin (srzd.);670032
3145;Koshmak (OP.);422319
3146;Cat (OP);158337
3147;Kravtsovka (OP.);150335
3148;Kraeva (former Kraevo) (OP.);165025
3149;Kramatorsk;491802
3150;Nettle (OP.);428710
3151;Krasilov;334008
3152;Paint (OP.);354215
3153;Kraslava;110501
3154;Krasnaya Buda (OP.);150725
3155;Krasnaya Gorka (OP.);141923
3156;Red Oakwood (OP.);368326
3157;Red Grave;500804
3158;Red Grave (exp.);500700
3159;Krasne;379809
3160;Krasnoarmeyka-Kazakhskaya;696719
3161;Krasnoarmeysk;482004
3162;Krasnovka (OP.);141815
3163;Krasnovka (OP.);331622
3164;Krasnogorka (OP.);408716
3165;Krasnogorovka;480808
3166;Krasnograd;441606
3167;Krasnodon;505009
3168;Red (OP.);403943
3169;Krasnoznamenka;406000
3170;Krasnomagyarsky (OP.);669410
3171;Krasnoozerovka;507803
3172;Krasnopavlovka;443103
3173;Krasnopolie (OP.);450412
3174;Krasnopolie;433703
3175;Krasnopolie (OP.);327741
3176;Krasnoretskaya (OP.);498840
3177;Krasnorechenskaya (OP.);431657
3178;Krasnoruchie (OP.);158322
3179;Krasnoselka (rzd.);346011
3180;Krasnoselye (OP.);423222
3181;Krasnoseltsy (OP.);360220
3182;Krasnostav (OP.);349263
3183;Krasnoshchekovo (OP.);454127
3184;Red Partisans (OP.);323823
3185;Red Beach;148000
3186;Red Coast-Joint;147845
3187;Red Berezhok (OP.);162934
3188;Red Ford;147602
3189;Krasny Vostok (OP.);462439
3190;Red Slaughterer (OP);457229
3191;Red Estuary;490000
3192;Red BeamKra;502602
3193;Red October (OP.);555120
3194;Red Way (OP);448535
3195;Red Corner (OP.);410059
3196;Red Miner;457500
3197;Krasovka (OP.);334230
3198;Krauya;110709
3199;Kratse (PP.);113321
3200;Kremenets;350500
3201;Kremennoye;498801
3202;Kremenchug;425001
3203;Kremidovka;401007
3204;Kremno;349236
3205;Peasant woman (OP.);167119
3206;curve;392607
3207;Krive (OP.);362230
3208;Krivin;341200
3209;Krivichi (OP.);163710
3210;Krivoy Rog;467201
3211;Krivoy Rog-Glavny;467004
3212;Krivoy Rog-Western;467305
3213;Kryvyi Rih-Sorting;467108
3214;Crooked End;491003
3215;Krivohatki (rzd.);448545
3216;Krivosheevka (OP.);431623
3217;Krivchunka (OP.);338513
3218;Krievupe;95405
3219;Kriklivets (PP.);408422
3220;Krimunas (OP);92820
3221;Krinitsa (OP.);142362
3222;Krinichino (OP.);168729
3223;Krinichnaya;488104
3224;Krichev I;158209
3225;Krichev II;158820
3226;Kroglands (OP.);98687
3227;Krolevets;327805
3228;Kropyvnytska;414242
3229;Krosna;123709
3230;Krosna II (OP.);123713
3231;Kroshino (OP.);138511
3232;Kroshnya (OP.);348248
3233;Kruglitsa (OP.);168362
3234;Krugovets;150903
3235;Krugulets (OP.);363318
3236;Krulevshchizna;164003
3237;Krunk (OP.);568987
3238;Krustpils;114201
3239;Steep Coast (OP);448554
3240;Krutoyarka (OP.);454023
3241;cool;325706
3242;Krushdalas (resp.);702110
3243;Krtsanisi (OP.);563019
3244;Kryzhopol;408400
3245;Crimean;354304
3246;Krynki;165735
3247;Kryshtonovka (OP.);330225
3248;Roof top (OP.);336611
3249;Kryukov-on-Dnieper;425302
3250;Kryukovshchina (OP.);321253
3251;Kryatinga;107809
3252;Kryatingale;107833
3253;Xani;560608
3254;Xani (exp.);560631
3255;Ksenieve (exp.);424507
3256;Ksenieve;406602
3257;Ksenievka (OP.);453115
3258;by the way;165307
3259;Kuanysh (resp.);737143
3260;Qubadag;758402
3261;Qubadag (exp.);759104
3262;Kubanka (OP.);401219
3263;Kubek;670526
3264;Kublich;420205
3265;Kuva;743303
3266;Kuvasay;742902
3267;Kuvasay (exp.);743002
3268;Kugai (OP.);741721
3269;Kugelai (OP.);108766
3270;Kudashevka;458503
3271;Kudra (OP.);97311
3272;Kudraine (OP.);113618
3273;Kudryavka;496308
3274;Kudukli;736121
3275;Kudukli (former Saryasiya) (exp.);736206
3276;Kuduksay;665903
3277;Kudyk;669393
3278;Kuzhai;127004
3279;Cuza Voda (rzd.);398321
3280;Kuzemovka;431604
3281;Kuznetsovsk (OP.);355010
3282;Blacksmiths (OP.);327114
3283;Kuzmenkovo (OP.);405530
3284;Kuzmin (OP.);334090
3285;Kuibyshevo-Caucasian;568614
3286;Kuygan Yar (OP.);741914
3287;Kukas;114127
3288;Dolly (OP.);326037
3289;Kuktyshkes (OP.);128721
3290;Kulagovka (OP.);431912
3291;Kulakshino;703128
3292;Kulama (rzd.);669514
3293;Kulan-Tobe;700721
3294;Kulebovka (OP.);451932
3295;Kulevcha;403708
3296;Kuleni (OP.);139622
3297;Kulzhabasy (rzd.);703236
3298;Kulikov;372209
3299;Kulikovka (OP.);447123
3300;Kulindorovo;400907
3301;Kulindorovo (exp.);401204
3302;Cully (OP);82316
3303;Kulna (OP);80715
3304;Kulupenai;107706
3305;cool;709800
3306;Kulbakino;417306
3307;Kulgai (resp.);165133
3308;kulma;398853
3309;Kulsary;662500
3310;Kulchitsy (OP.);375724
3311;Kulshichi (OP.);137218
3312;Kulyab (exp.);748805
3313;Kulyab;748909
3314;Kumisi;563023
3315;Kumkurgon (former Kumkurgan);735608
3316;Kumlach;551510
3317;Kumsaghyz (OP.);670121
3318;Kumsai (OP.);669336
3319;Kumtobe (resp.);702426
3320;Kumshagal (resp.);706200
3321;Kumshatsky;504203
3322;Kumsungul;739204
3323;Kungrad;737209
3324;Kundyzdy;700628
3325;Kunhoja;739702
3326;Kunshagyr (resp.);697745
3327;Kunshash (resp.);684040
3328;Kupiskis;127502
3329;Kupische (OP);349293
3330;Kupka (OP);369615
3331;Kuporan (OP.);397121
3332;Kupyevakha;446309
3333;Kupyansk-sorting;430002
3334;Kupyansk-Uzlovy;430103
3335;Kupyansk-Yuzhny;432908
3336;Kurawa (OP);336838
3337;dried apricots;704510
3338;Kuraili (OP.);667735
3339;Kuraly;739844
3340;Kurasovshchina (OP.);144654
3341;Kurakhovka;481209
3342;Kurbonshahid;747003
3343;Kurgan (OP.);137523
3344;Kurgan-Tube (exp.);746104
3345;Kurgan-Tube;746405
3346;Kurgasyn;698502
3347;Kurdai;703221
3348;Kurdyumovka;494500
3349;Kurenets (PP.);163617
3350;Kurenurme (OP.);85530
3351;Kuren (OP.);426038
3352;Kurilovka (OP.);337718
3353;Kurilovka;430300
3354;Kurkamys (exp.);697509
3355;Kurkamys;697321
3356;Kurkol (rzd.);695812
3357;Kurkuduk (rzd.);703626
3358;Kurkureu-Su;705922
3359;Kurlyk (rzd.);670090
3360;Kurmangazy;705000
3361;Kurnenay (OP.);123624
3362;Kurniki;360042
3363;Kurnoe;348106
3364;Kurovtsy-Ternopilsky (OP.);360659
3365;Kurozek;700513
3366;Kurort-Borovoe;693000
3367;Resort;444619
3368;Kursay (OP.);669035
3369;Kursebi (OP.);575425
3370;Kurtzums (rzd.);112314
3371;Kurtzums (rzd) (exp.);110304
3372;Kursenai;126904
3373;Courage;441004
3374;Kusar-Chai;545203
3375;Kustanai;684001
3376;Kutaisi I;575302
3377;Kutaisi II;574808
3378;Kutaisi II (exp.);574795
3379;Kuteynikovo;487402
3380;Kutkovtsy (OP.);333492
3381;Kutkor (OP.);379725
3382;Kutok (OP.);150763
3383;Kuty (OP.);351018
3384;Cuhuresti (rzd.);395910
3385;Kutsovka;414007
3386;Kuchakovo (OP.);322623
3387;Kucherovka (OP.);411117
3388;Kuchkuny (OP.);138719
3389;Kuchluk;723307
3390;Kuchmovka (OP.);496026
3391;Kuchurgan;405807
3392;Kuchurgan (on Livada) (exp.);415705
3393;Kuchurgan (to Novosavitskaya) (exp.);415809
3394;Kushnerevka (OP.);423241
3395;Kushnitsa (narrow);384634
3396;Kushugum;462104
3397;Kuschinsky Bridge;556301
3398;Kuyumazar;730430
3399;Kyzgaldakty (rzd.);667744
3400;Kyzylja;556405
3401;Kyzylzhar;676700
3402;Kyzylzhar (resp.);661718
3403;Kyzylkia;719107
3404;Kyzylkuduk;731804
3405;Kyzyl-Kum (OP.);547622
3406;Kyzylsay;684228
3407;Kyzyltepa;731005
3408;Kynnu (OP.);88577
3409;Kyrgyz;669425
3410;Kyrkkyz;737105
3411;Kyrmynzy-Kend;553125
3412;Kyrykhly;556509
3413;Kishlitsa (OP.);397629
3414;Cainar;399305
3415;Calarasi;391708
3416;Karbuna (OP.);399216
3417;Causeni;399803
3418;Kyukurtli;757607
3419;Kurdamir;554607
3420;Kurok-Tea;557605
3421;Kucharli;555205
3422;Kyana (exp.);120202
3423;Kyapurishkis (OP.);127536
3424;Kyarevere (OP.);88717
3425;Kyarkna;84608
3426;Kyaru (OP);88539
3427;Kyaunialikis (OP.);128524
3428;Laagri (OP.);80857
3429;Laane (OP);84932
3430;Lavac;759000
3431;shop;383769
3432;Lavrikov (OP.);372410
3433;Lagedi;82301
3434;Lade (OP.);90929
3435;Ladyzhin;409009
3436;Lazeshchina (OP.);386413
3437;Lazoviki (OP.);168112
3438;lazorki;429500
3439;Azure (PP.);495343
3440;Azure;155409
3441;Lightse (OP.);80626
3442;Lakinsky (OP.);123821
3443;Lannaya;441502
3444;Lanovtsy;360305
3445;Lantratovka;509005
3446;Lanchin (OP.);386625
3447;Lanchkhuti;570402
3448;Laokula (OP.);81031
3449;Lapni (OP.);354548
3450;Lapshin (OP.);327716
3451;Larga (exp.);367501
3452;Larga;367605
3453;Larebi (OP.);577685
3454;Larino;483806
3455;Larishchevo;150227
3456;Lastoyantsy (OP.);162525
3457;Lauksargiai;106807
3458;Lahva;151944
3459;Lakhinguv?lja (OP.);82513
3460;Lachplesis;92110
3461;Lachupe;96802
3462;Lachey (OP.);576714
3463;Lashkovka (OP.);366212
3464;Lashupe (OP.);93325
3465;Lebab;757804
3466;Lebedivka (OP.);348144
3467;Lebedinskaya;445908
3468;Swans (OP.);136747
3469;Swan (OP.);143685
3470;Swan (OP.);452634
3471;Levan Megrelishvili (OP);576841
3472;Levkovichi (OP.);324826
3473;Levkovka (OP.);444318
3474;left bank;427900
3475;Left Bank (OP.);320079
3476;legendary;493403
3477;Legget;549505
3478;Lezhino;463709
3479;Leipzig (OP.);405012
3480;Lekarevka;410749
3481;Medicinal (OP.);444924
3482;Lelekovka;411507
3483;Lelle;88524
3484;Lemnica;168633
3485;Lenger;699007
3486;Leninogorsk;713609
3487;Leninodar (OP.);150759
3488;Lenkovtsy (rzd.);332803
3489;Lankaran;553905
3490;Lenposelok (OP.);405417
3491;Lepassaare;85437
3492;Lepel;168108
3493;Lepesovka (OP.);340231
3494;Lepetikha (rzd.);416411
3495;Leplauke;107413
3496;Lepsy;702604
3497;Forests (OP.);570421
3498;Leselidze (OP.);574418
3499;Lesnaya (OP.);443813
3500;Lesnaya;134402
3501;Forest Bucha (OP.);322110
3502;forest-junction;134328
3503;Foresters (OP.);320844
3504;Forestry (OP.);322534
3505;Forest Glades (OP.);448855
3506;Forest (OP.);332413
3507;Lesovshchina (OP.);346026
3508;Forest protection (OP.);466919
3509;Pilots (OP.);160036
3510;Lehtse;82640
3511;Lekhucheny (OP.);367018
3512;Leshchinovka (OP.);421142
3513;leshchinovka;447301
3514;Libani;577670
3515;Libiskiai (OP.);106510
3516;Lebanons;114305
3517;Livberze;97646
3518;Livenka (OP.);483416
3519;Livintai;122833
3520;Ligatne;95104
3521;Ligciems (OP.);97815
3522;Lida;137608
3523;Lielvarde;94008
3524;Lielupe (OP.);97114
3525;Lielazers (OP.);90914
3526;Liepaja;98600
3527;Liepaja (exp.);98704
3528;Liepaja-Pasazhieru;98600
3529;Liiva;88308
3530;Liksna;114432
3531;Lilaste;96037
3532;Lillek?la (OP.);81328
3533;Lilo (exp.);564007
3534;Lilo;561009
3535;Liman;444002
3536;Liman (b Port-Ilyich);553604
3537;Liman Danube (OP.);402813
3538;Limanskaya (OP.);432039
3539;Limanskaya (OP.);401967
3540;Linkai?iai;125155
3541;Linowice;428508
3542;Liozno;165701
3543;Linden (OP.);138579
3544;Lipinki (OP.);132341
3545;Lipkan;394509
3546;Lipkovatovka (OP.);443461
3547;Liplevka (OP.);132322
3548;Lipnik;372425
3549;Lipniki (OP.);132924
3550;Lipnyak (OP.);344815
3551;Linden Grove (OP.);440073
3552;Lipovets;420402
3553;Lipovo (OP.);132842
3554;Linden Horn;325602
3555;Lipchen;396203
3556;Lisakovsk;683314
3557;Lisichansk;498500
3558;Chanterelles;150246
3559;Liski;459900
3560;Liski;154430
3561;fox growers;333505
3562;Leaf fall (OP.);162530
3563;Lithuania (OP);162351
3564;Casts (OP.);330916
3565;Likhachevo;443300
3566;Likhachi (OP.);134949
3567;Leahy;577134
3568;Lychee;98013
3569;Lishchin (OP.);345038
3570;Leah (OP);572395
3571;Lobachi (OP.);162328
3572;Lobinyay (OP.);128914
3573;Lobkovka (OP.);327453
3574;Lobovsky Mines;501807
3575;Lobushnaya (PP.);408010
3576;Lobcha (OP.);133429
3577;Lovcha;133433
3578;Lovsha;160910
3579;Logvinovo (OP.);496083
3580;Logvins (OP.);137420
3581;Lod;111107
3582;Lozhava (OP.);337510
3583;Lozki (OP.);153873
3584;Lozova (OP.);360038
3585;Lozova;442806
3586;Lozovaya (OP.);330136
3587;Lozovenka (OP.);440035
3588;Vines (OP);344783
